,vendas,acessos,data,gmv,tipo,parceiro
21477,1,3,2019-01-26,90.54,Padrão,parceiro540
21478,1,3,2019-01-26,82.16,Padrão,parceiro48
21479,1,3,2019-01-26,618.62,Padrão,parceiro179
21480,1,3,2019-01-26,89.04,Padrão,parceiro394
21481,1,3,2019-01-26,84.67,Padrão,parceiro60
21482,1,3,2019-01-26,10.96,Padrão,parceiro20
21483,1,3,2019-01-26,111.81,Padrão,parceiro257
21484,1,3,2019-01-26,74.05,Padrão,parceiro111
21485,1,3,2019-01-26,64.47,Padrão,parceiro113
21486,1,3,2019-01-26,1489.67,Padrão,parceiro22
21487,1,3,2019-01-27,12.6,Padrão,parceiro506
21488,1,3,2019-01-27,588.22,Padrão,parceiro494
21489,1,3,2019-01-27,30.23,Padrão,parceiro104
21490,1,3,2019-01-27,11.48,Padrão,parceiro348
21491,1,3,2019-01-27,114.06,Padrão,parceiro540
21492,1,3,2019-01-27,81.9,Padrão,parceiro294
21493,1,3,2019-01-27,116.52,Padrão,parceiro404
21494,1,3,2019-01-27,24.01,Padrão,parceiro610
21495,1,3,2019-01-27,25.41,Padrão,parceiro111
21496,1,3,2019-01-27,298.53,Padrão,parceiro356
21497,1,3,2019-01-27,77.37,Padrão,parceiro62
21498,1,3,2019-01-27,46.24,Padrão,parceiro127
21499,1,3,2019-01-27,16.93,Padrão,parceiro517
21500,1,3,2019-01-28,58.69,Padrão,parceiro99
21501,1,3,2019-01-28,627.77,Padrão,parceiro236
21502,1,3,2019-01-28,1227.83,Padrão,parceiro238
21503,1,3,2019-01-28,194.51,Padrão,parceiro24
21504,1,3,2019-01-28,90.95,Padrão,parceiro1
21505,1,3,2019-01-28,132.64,Padrão,parceiro404
21506,1,3,2019-01-28,146.11,Padrão,parceiro51
21507,1,3,2019-01-28,42.36,Padrão,parceiro59
21508,1,3,2019-01-28,568.14,Padrão,parceiro355
21509,1,3,2019-01-28,130.69,Padrão,parceiro257
21510,1,3,2019-01-28,34.14,Padrão,parceiro111
21511,1,3,2019-01-28,61.61,Padrão,parceiro544
21512,1,3,2019-01-28,176.08,Padrão,parceiro245
21513,1,3,2019-01-28,3093.52,Padrão,parceiro22
21514,1,3,2019-01-28,169.04,Padrão,parceiro548
21515,1,3,2019-01-28,44.07,Padrão,parceiro55
21516,1,3,2019-01-28,0.62,Padrão,parceiro57
21517,1,3,2019-01-29,70.58,Padrão,parceiro99
21518,1,3,2019-01-29,408.96,Padrão,parceiro236
21519,1,3,2019-01-29,205.98,Padrão,parceiro251
21520,1,3,2019-01-29,66.18,Padrão,parceiro104
21521,1,3,2019-01-29,54.56,Padrão,parceiro294
21522,1,3,2019-01-29,61.59,Padrão,parceiro508
21523,1,3,2019-01-29,129.37,Padrão,parceiro239
21524,1,3,2019-01-29,100.5,Padrão,parceiro24
21525,1,3,2019-01-29,363.96,Padrão,parceiro1
21526,1,3,2019-01-29,96.13,Padrão,parceiro51
21527,1,3,2019-01-29,992.24,Padrão,parceiro617
21528,1,3,2019-01-29,42.18,Padrão,parceiro111
21529,1,3,2019-01-29,186.71,Padrão,parceiro395
21530,1,3,2019-01-29,282.24,Padrão,parceiro302
21531,1,3,2019-01-29,51.71,Padrão,parceiro62
21532,1,3,2019-01-29,385.44,Padrão,parceiro585
21533,1,3,2019-01-29,385.48,Padrão,parceiro22
21534,1,3,2019-01-29,87.44,Padrão,parceiro185
21535,1,3,2019-01-29,0.84,Padrão,parceiro57
21536,1,3,2019-01-30,60.46,Padrão,parceiro232
21537,1,3,2019-01-30,53.51,Padrão,parceiro99
21538,1,3,2019-01-30,497.98,Padrão,parceiro236
21539,1,3,2019-01-30,68.32,Padrão,parceiro100
21540,1,3,2019-01-30,131.49,Padrão,parceiro251
21541,1,3,2019-01-30,115.46,Padrão,parceiro104
21542,1,3,2019-01-30,104.41,Padrão,parceiro294
21543,1,3,2019-01-30,150.48,Padrão,parceiro508
21544,1,3,2019-01-30,58.17,Padrão,parceiro24
21545,1,3,2019-01-30,184.88,Padrão,parceiro1
21546,1,3,2019-01-30,379.11,Padrão,parceiro240
21547,1,3,2019-01-30,35.7,Padrão,parceiro59
21548,1,3,2019-01-30,21.1,Padrão,parceiro544
21549,1,3,2019-01-30,45.71,Padrão,parceiro595
21550,1,3,2019-01-30,35.19,Padrão,parceiro113
21551,1,3,2019-01-30,58.7,Padrão,parceiro396
21552,1,3,2019-01-30,90.38,Padrão,parceiro185
21553,1,3,2019-01-30,16.29,Padrão,parceiro150
21554,1,3,2019-01-30,217.01,Padrão,parceiro256
21555,1,3,2019-01-31,98.99,Padrão,parceiro99
21556,1,3,2019-01-31,187.14,Padrão,parceiro236
21557,1,3,2019-01-31,33.34,Padrão,parceiro100
21558,1,3,2019-01-31,43.19,Padrão,parceiro251
21559,1,3,2019-01-31,149.28,Padrão,parceiro14
21560,1,3,2019-01-31,753.27,Padrão,parceiro238
21561,1,3,2019-01-31,222.51,Padrão,parceiro404
21562,1,3,2019-01-31,117.14,Padrão,parceiro297
21563,1,3,2019-01-31,137.06,Padrão,parceiro257
21564,1,3,2019-01-31,17.53,Padrão,parceiro111
21565,1,3,2019-01-31,118.22,Padrão,parceiro595
21566,1,3,2019-01-31,261.46,Padrão,parceiro302
21567,1,3,2019-01-31,1239.43,Padrão,parceiro356
21568,1,3,2019-01-31,419.27,Padrão,parceiro62
21569,1,3,2019-01-31,47.35,Padrão,parceiro113
21570,1,3,2019-01-31,242.67,Padrão,parceiro245
21571,1,3,2019-01-31,94.13,Padrão,parceiro199
21572,1,3,2019-01-31,36.23,Padrão,parceiro55
21573,1,3,2019-01-31,159.93,Padrão,parceiro471
21574,1,3,2019-01-31,60.66,Padrão,parceiro616
21575,1,3,2019-02-01,153.85,Padrão,parceiro236
21576,1,3,2019-02-01,284.9,Padrão,parceiro14
21577,1,3,2019-02-01,50.9,Padrão,parceiro348
21578,1,3,2019-02-01,28.74,Padrão,parceiro569
21579,1,3,2019-02-01,214.31,Padrão,parceiro240
21580,1,3,2019-02-01,16.74,Padrão,parceiro512
21581,1,3,2019-02-01,283.68,Padrão,parceiro404
21582,1,3,2019-02-01,97.19,Padrão,parceiro51
21583,1,3,2019-02-01,35.85,Padrão,parceiro430
21584,1,3,2019-02-01,69.22,Padrão,parceiro394
21585,1,3,2019-02-01,58.69,Padrão,parceiro59
21586,1,3,2019-02-01,329.95,Padrão,parceiro300
21587,1,3,2019-02-01,144.78,Padrão,parceiro595
21588,1,3,2019-02-01,70.38,Padrão,parceiro302
21589,1,3,2019-02-01,158.04,Padrão,parceiro62
21590,1,3,2019-02-01,28.13,Padrão,parceiro608
21591,1,3,2019-02-01,62.09,Padrão,parceiro245
21592,1,3,2019-02-01,95.45,Padrão,parceiro127
21593,1,3,2019-02-01,80.86,Padrão,parceiro115
21594,1,3,2019-02-01,20.23,Padrão,parceiro55
21595,1,3,2019-02-01,0.42,Padrão,parceiro57
21596,1,3,2019-02-01,63.33,Padrão,parceiro397
21597,1,3,2019-02-02,4.52,Padrão,parceiro232
21598,1,3,2019-02-02,65.18,Padrão,parceiro99
21599,1,3,2019-02-02,57.86,Padrão,parceiro251
21600,1,3,2019-02-02,70.24,Padrão,parceiro14
21601,1,3,2019-02-02,599.79,Padrão,parceiro494
21602,1,3,2019-02-02,113.6,Padrão,parceiro104
21603,1,3,2019-02-02,89.47,Padrão,parceiro569
21604,1,3,2019-02-02,254.43,Padrão,parceiro540
21605,1,3,2019-02-02,241.58,Padrão,parceiro179
21606,1,3,2019-02-02,59.28,Padrão,parceiro603
21607,1,3,2019-02-02,159.7,Padrão,parceiro394
21608,1,3,2019-02-02,23.74,Padrão,parceiro610
21609,1,3,2019-02-02,179.29,Padrão,parceiro301
21610,1,3,2019-02-02,156.09,Padrão,parceiro245
21611,1,3,2019-02-02,492.62,Padrão,parceiro22
21612,1,3,2019-02-03,43.83,Padrão,parceiro232
21613,1,3,2019-02-03,88.36,Padrão,parceiro99
21614,1,3,2019-02-03,534.59,Padrão,parceiro494
21615,1,3,2019-02-03,264.25,Padrão,parceiro107
21616,1,3,2019-02-03,439.2,Padrão,parceiro179
21617,1,3,2019-02-03,79.88,Padrão,parceiro512
21618,1,3,2019-02-03,116.64,Padrão,parceiro603
21619,1,3,2019-02-03,49.58,Padrão,parceiro610
21620,1,3,2019-02-03,1170.37,Padrão,parceiro514
21621,1,3,2019-02-03,29.15,Padrão,parceiro257
21622,1,3,2019-02-03,195.14,Padrão,parceiro301
21623,1,3,2019-02-03,80.35,Padrão,parceiro616
21624,1,3,2019-02-04,77.9,Padrão,parceiro100
21625,1,3,2019-02-04,20.46,Padrão,parceiro251
21626,1,3,2019-02-04,272.94,Padrão,parceiro14
21627,1,3,2019-02-04,499.8,Padrão,parceiro102
21628,1,3,2019-02-04,87.8,Padrão,parceiro104
21629,1,3,2019-02-04,19.27,Padrão,parceiro437
21630,1,3,2019-02-04,140.43,Padrão,parceiro24
21631,1,3,2019-02-04,80.85,Padrão,parceiro1
21632,1,3,2019-02-04,48.11,Padrão,parceiro378
21633,1,3,2019-02-04,20.34,Padrão,parceiro181
21634,1,3,2019-02-04,135.9,Padrão,parceiro404
21635,1,3,2019-02-04,94.33,Padrão,parceiro51
21636,1,3,2019-02-04,25.51,Padrão,parceiro124
21637,1,3,2019-02-04,642.75,Padrão,parceiro514
21638,1,3,2019-02-04,37.86,Padrão,parceiro544
21639,1,3,2019-02-04,43.74,Padrão,parceiro113
21640,1,3,2019-02-04,90.19,Padrão,parceiro127
21641,1,3,2019-02-04,49.94,Padrão,parceiro115
21642,1,3,2019-02-04,882.35,Padrão,parceiro585
21643,1,3,2019-02-04,0.45,Padrão,parceiro57
21644,1,3,2019-02-05,234.87,Padrão,parceiro236
21645,1,3,2019-02-05,22.04,Padrão,parceiro100
21646,1,3,2019-02-05,41.25,Padrão,parceiro251
21647,1,3,2019-02-05,280.17,Padrão,parceiro102
21648,1,3,2019-02-05,103.22,Padrão,parceiro104
21649,1,3,2019-02-05,43.09,Padrão,parceiro569
21650,1,3,2019-02-05,62.28,Padrão,parceiro239
21651,1,3,2019-02-05,649.97,Padrão,parceiro1
21652,1,3,2019-02-05,89.4,Padrão,parceiro378
21653,1,3,2019-02-05,27.1,Padrão,parceiro50
21654,1,3,2019-02-05,221.55,Padrão,parceiro404
21655,1,3,2019-02-05,147.05,Padrão,parceiro51
21656,1,3,2019-02-05,40.36,Padrão,parceiro430
21657,1,3,2019-02-05,93.76,Padrão,parceiro394
21658,1,3,2019-02-05,364.72,Padrão,parceiro355
21659,1,3,2019-02-05,26.07,Padrão,parceiro124
21660,1,3,2019-02-05,494.21,Padrão,parceiro514
21661,1,3,2019-02-05,565.1,Padrão,parceiro300
21662,1,3,2019-02-05,177.24,Padrão,parceiro301
21663,1,3,2019-02-05,65.64,Padrão,parceiro544
21664,1,3,2019-02-05,107.36,Padrão,parceiro595
21665,1,3,2019-02-05,147.94,Padrão,parceiro127
21666,1,3,2019-02-05,57.61,Padrão,parceiro597
21667,1,3,2019-02-05,0.77,Padrão,parceiro57
21668,1,3,2019-02-05,507.06,Padrão,parceiro256
21669,1,3,2019-02-06,89.38,Padrão,parceiro99
21670,1,3,2019-02-06,30.86,Padrão,parceiro251
21671,1,3,2019-02-06,25.51,Padrão,parceiro569
21672,1,3,2019-02-06,936.11,Padrão,parceiro179
21673,1,3,2019-02-06,110.23,Padrão,parceiro404
21674,1,3,2019-02-06,82.9,Padrão,parceiro51
21675,1,3,2019-02-06,36.65,Padrão,parceiro430
21676,1,3,2019-02-06,87.69,Padrão,parceiro394
21677,1,3,2019-02-06,882.19,Padrão,parceiro355
21678,1,3,2019-02-06,596.95,Padrão,parceiro514
21679,1,3,2019-02-06,43.01,Padrão,parceiro257
21680,1,3,2019-02-06,1005.01,Padrão,parceiro300
21681,1,3,2019-02-06,31.65,Padrão,parceiro544
21682,1,3,2019-02-06,133.19,Padrão,parceiro127
21683,1,3,2019-02-06,34.71,Padrão,parceiro471
21684,1,3,2019-02-07,672.05,Padrão,parceiro238
21685,1,3,2019-02-07,24.67,Padrão,parceiro392
21686,1,3,2019-02-07,22.25,Padrão,parceiro239
21687,1,3,2019-02-07,57.62,Padrão,parceiro24
21688,1,3,2019-02-07,470.54,Padrão,parceiro1
21689,1,3,2019-02-07,301.16,Padrão,parceiro240
21690,1,3,2019-02-07,16.04,Padrão,parceiro181
21691,1,3,2019-02-07,168.27,Padrão,parceiro404
21692,1,3,2019-02-07,138.35,Padrão,parceiro394
21693,1,3,2019-02-07,824.9,Padrão,parceiro355
21694,1,3,2019-02-07,25.35,Padrão,parceiro124
21695,1,3,2019-02-07,48.56,Padrão,parceiro595
21696,1,3,2019-02-07,359.85,Padrão,parceiro356
21697,1,3,2019-02-07,209.56,Padrão,parceiro62
21698,1,3,2019-02-07,40.72,Padrão,parceiro127
21699,1,3,2019-02-07,146.61,Padrão,parceiro115
21700,1,3,2019-02-07,7.5,Padrão,parceiro530
21701,1,3,2019-02-07,206.68,Padrão,parceiro548
21702,1,3,2019-02-07,0.43,Padrão,parceiro57
21703,1,3,2019-02-07,116.92,Padrão,parceiro471
21704,1,3,2019-02-08,40.47,Padrão,parceiro104
21705,1,3,2019-02-08,135.8,Padrão,parceiro107
21706,1,3,2019-02-08,85.3,Padrão,parceiro24
21707,1,3,2019-02-08,72.61,Padrão,parceiro378
21708,1,3,2019-02-08,318.81,Padrão,parceiro240
21709,1,3,2019-02-08,114.23,Padrão,parceiro404
21710,1,3,2019-02-08,96.12,Padrão,parceiro51
21711,1,3,2019-02-08,20.77,Padrão,parceiro430
21712,1,3,2019-02-08,70.21,Padrão,parceiro59
21713,1,3,2019-02-08,288.85,Padrão,parceiro355
21714,1,3,2019-02-08,368.9,Padrão,parceiro514
21715,1,3,2019-02-08,15.72,Padrão,parceiro544
21716,1,3,2019-02-08,730.96,Padrão,parceiro356
21717,1,3,2019-02-08,250.82,Padrão,parceiro245
21718,1,3,2019-02-08,218.56,Padrão,parceiro548
21719,1,3,2019-02-08,0.0,Padrão,parceiro326
21720,1,3,2019-02-08,54.73,Padrão,parceiro616
21721,1,3,2019-02-09,119.08,Padrão,parceiro99
21722,1,3,2019-02-09,81.3,Padrão,parceiro177
21723,1,3,2019-02-09,35.23,Padrão,parceiro104
21724,1,3,2019-02-09,46.0,Padrão,parceiro348
21725,1,3,2019-02-09,69.75,Padrão,parceiro294
21726,1,3,2019-02-09,225.61,Padrão,parceiro179
21727,1,3,2019-02-09,7.15,Padrão,parceiro610
21728,1,3,2019-02-09,30.09,Padrão,parceiro595
21729,1,3,2019-02-09,188.1,Padrão,parceiro302
21730,1,3,2019-02-09,314.49,Padrão,parceiro245
21731,1,3,2019-02-09,350.24,Padrão,parceiro22
21732,1,3,2019-02-09,0.0,Padrão,parceiro326
21733,1,3,2019-02-09,44.59,Padrão,parceiro616
21734,1,3,2019-02-10,36.95,Padrão,parceiro99
21735,1,3,2019-02-10,154.09,Padrão,parceiro177
21736,1,3,2019-02-10,740.42,Padrão,parceiro102
21737,1,3,2019-02-10,689.16,Padrão,parceiro494
21738,1,3,2019-02-10,20.61,Padrão,parceiro349
21739,1,3,2019-02-10,535.48,Padrão,parceiro179
21740,1,3,2019-02-10,153.34,Padrão,parceiro394
21741,1,3,2019-02-10,83.41,Padrão,parceiro59
21742,1,3,2019-02-10,7.41,Padrão,parceiro610
21743,1,3,2019-02-10,738.34,Padrão,parceiro514
21744,1,3,2019-02-10,941.14,Padrão,parceiro356
21745,1,3,2019-02-10,109.07,Padrão,parceiro127
21746,1,3,2019-02-10,1140.48,Padrão,parceiro22
21747,1,3,2019-02-10,48.85,Padrão,parceiro471
21748,1,3,2019-02-10,0.0,Padrão,parceiro326
21749,1,3,2019-02-11,141.38,Padrão,parceiro100
21750,1,3,2019-02-11,705.57,Padrão,parceiro238
21751,1,3,2019-02-11,53.18,Padrão,parceiro104
21752,1,3,2019-02-11,60.82,Padrão,parceiro569
21753,1,3,2019-02-11,117.0,Padrão,parceiro107
21754,1,3,2019-02-11,124.43,Padrão,parceiro240
21755,1,3,2019-02-11,56.56,Padrão,parceiro404
21756,1,3,2019-02-11,461.07,Padrão,parceiro355
21757,1,3,2019-02-11,28.22,Padrão,parceiro124
21758,1,3,2019-02-11,6.9,Padrão,parceiro52
21759,1,3,2019-02-11,101.08,Padrão,parceiro298
21760,1,3,2019-02-11,25.24,Padrão,parceiro111
21761,1,3,2019-02-11,92.15,Padrão,parceiro595
21762,1,3,2019-02-11,281.69,Padrão,parceiro62
21763,1,3,2019-02-11,37.08,Padrão,parceiro113
21764,1,3,2019-02-11,48.18,Padrão,parceiro115
21765,1,3,2019-02-11,489.47,Padrão,parceiro548
21766,1,3,2019-02-11,100.02,Padrão,parceiro597
21767,1,3,2019-02-11,0.37,Padrão,parceiro57
21768,1,3,2019-02-11,0.0,Padrão,parceiro326
21769,1,3,2019-02-12,44.3,Padrão,parceiro539
21770,1,3,2019-02-12,68.81,Padrão,parceiro99
21771,1,3,2019-02-12,20.24,Padrão,parceiro100
21772,1,3,2019-02-12,563.9,Padrão,parceiro102
21773,1,3,2019-02-12,534.09,Padrão,parceiro238
21774,1,3,2019-02-12,85.7,Padrão,parceiro104
21775,1,3,2019-02-12,145.71,Padrão,parceiro278
21776,1,3,2019-02-12,34.58,Padrão,parceiro541
21777,1,3,2019-02-12,76.45,Padrão,parceiro239
21778,1,3,2019-02-12,38.11,Padrão,parceiro437
21779,1,3,2019-02-12,93.59,Padrão,parceiro378
21780,1,3,2019-02-12,204.47,Padrão,parceiro240
21781,1,3,2019-02-12,58.98,Padrão,parceiro181
21782,1,3,2019-02-12,102.71,Padrão,parceiro51
21783,1,3,2019-02-12,46.35,Padrão,parceiro430
21784,1,3,2019-02-12,82.66,Padrão,parceiro394
21785,1,3,2019-02-12,162.76,Padrão,parceiro302
21786,1,3,2019-02-12,441.25,Padrão,parceiro356
21787,1,3,2019-02-12,31.86,Padrão,parceiro113
21788,1,3,2019-02-12,370.71,Padrão,parceiro22
21789,1,3,2019-02-12,56.0,Padrão,parceiro470
21790,1,3,2019-02-12,111.29,Padrão,parceiro397
21791,1,3,2019-02-12,75.51,Padrão,parceiro616
21792,1,3,2019-02-12,379.76,Padrão,parceiro256
21793,1,3,2019-02-13,65.3,Padrão,parceiro539
21794,1,3,2019-02-13,34.28,Padrão,parceiro251
21795,1,3,2019-02-13,92.66,Padrão,parceiro177
21796,1,3,2019-02-13,715.76,Padrão,parceiro102
21797,1,3,2019-02-13,1225.6,Padrão,parceiro238
21798,1,3,2019-02-13,76.65,Padrão,parceiro104
21799,1,3,2019-02-13,8.8,Padrão,parceiro392
21800,1,3,2019-02-13,43.72,Padrão,parceiro378
21801,1,3,2019-02-13,153.08,Padrão,parceiro240
21802,1,3,2019-02-13,27.32,Padrão,parceiro181
21803,1,3,2019-02-13,211.63,Padrão,parceiro404
21804,1,3,2019-02-13,100.56,Padrão,parceiro51
21805,1,3,2019-02-13,63.25,Padrão,parceiro394
21806,1,3,2019-02-13,15.78,Padrão,parceiro59
21807,1,3,2019-02-13,18.36,Padrão,parceiro52
21808,1,3,2019-02-13,227.78,Padrão,parceiro7
21809,1,3,2019-02-13,73.93,Padrão,parceiro544
21810,1,3,2019-02-13,81.81,Padrão,parceiro113
21811,1,3,2019-02-13,211.89,Padrão,parceiro127
21812,1,3,2019-02-13,659.62,Padrão,parceiro585
21813,1,3,2019-02-13,2044.48,Padrão,parceiro22
21814,1,3,2019-02-13,38.79,Padrão,parceiro600
21815,1,3,2019-02-13,90.97,Padrão,parceiro616
21816,1,3,2019-02-13,198.95,Padrão,parceiro256
21817,1,3,2019-02-14,66.78,Padrão,parceiro539
21818,1,3,2019-02-14,178.22,Padrão,parceiro99
21819,1,3,2019-02-14,31.67,Padrão,parceiro251
21820,1,3,2019-02-14,206.06,Padrão,parceiro238
21821,1,3,2019-02-14,47.51,Padrão,parceiro569
21822,1,3,2019-02-14,37.99,Padrão,parceiro107
21823,1,3,2019-02-14,1024.84,Padrão,parceiro1
21824,1,3,2019-02-14,86.77,Padrão,parceiro404
21825,1,3,2019-02-14,101.33,Padrão,parceiro51
21826,1,3,2019-02-14,83.96,Padrão,parceiro430
21827,1,3,2019-02-14,41.89,Padrão,parceiro394
21828,1,3,2019-02-14,15.89,Padrão,parceiro59
21829,1,3,2019-02-14,52.33,Padrão,parceiro514
21830,1,3,2019-02-14,159.27,Padrão,parceiro544
21831,1,3,2019-02-14,350.2,Padrão,parceiro302
21832,1,3,2019-02-14,1135.42,Padrão,parceiro356
21833,1,3,2019-02-14,345.71,Padrão,parceiro62
21834,1,3,2019-02-14,159.55,Padrão,parceiro245
21835,1,3,2019-02-14,58.83,Padrão,parceiro127
21836,1,3,2019-02-14,749.06,Padrão,parceiro548
21837,1,3,2019-02-14,0.73,Padrão,parceiro57
21838,1,3,2019-02-14,86.52,Padrão,parceiro616
21839,1,3,2019-02-14,22.42,Padrão,parceiro30
21840,1,3,2019-02-15,139.48,Padrão,parceiro232
21841,1,3,2019-02-15,53.88,Padrão,parceiro99
21842,1,3,2019-02-15,38.03,Padrão,parceiro251
21843,1,3,2019-02-15,70.18,Padrão,parceiro14
21844,1,3,2019-02-15,44.14,Padrão,parceiro177
21845,1,3,2019-02-15,219.14,Padrão,parceiro102
21846,1,3,2019-02-15,647.19,Padrão,parceiro238
21847,1,3,2019-02-15,59.18,Padrão,parceiro104
21848,1,3,2019-02-15,376.26,Padrão,parceiro349
21849,1,3,2019-02-15,136.76,Padrão,parceiro24
21850,1,3,2019-02-15,123.69,Padrão,parceiro51
21851,1,3,2019-02-15,106.61,Padrão,parceiro394
21852,1,3,2019-02-15,164.56,Padrão,parceiro59
21853,1,3,2019-02-15,69.62,Padrão,parceiro595
21854,1,3,2019-02-15,61.17,Padrão,parceiro245
21855,1,3,2019-02-15,383.78,Padrão,parceiro585
21856,1,3,2019-02-15,23.95,Padrão,parceiro55
21857,1,3,2019-02-15,84.81,Padrão,parceiro477
21858,1,3,2019-02-15,0.42,Padrão,parceiro57
21859,1,3,2019-02-16,1087.72,Padrão,parceiro426
21860,1,3,2019-02-16,45.58,Padrão,parceiro99
21861,1,3,2019-02-16,423.04,Padrão,parceiro306
21862,1,3,2019-02-16,17.58,Padrão,parceiro251
21863,1,3,2019-02-16,320.57,Padrão,parceiro494
21864,1,3,2019-02-16,59.89,Padrão,parceiro104
21865,1,3,2019-02-16,29.45,Padrão,parceiro569
21866,1,3,2019-02-16,325.65,Padrão,parceiro349
21867,1,3,2019-02-16,141.84,Padrão,parceiro107
21868,1,3,2019-02-16,139.8,Padrão,parceiro24
21869,1,3,2019-02-16,62.45,Padrão,parceiro378
21870,1,3,2019-02-16,75.46,Padrão,parceiro394
21871,1,3,2019-02-16,128.11,Padrão,parceiro544
21872,1,3,2019-02-16,191.3,Padrão,parceiro302
21873,1,3,2019-02-16,45.16,Padrão,parceiro62
21874,1,3,2019-02-16,130.52,Padrão,parceiro245
21875,1,3,2019-02-16,54.83,Padrão,parceiro26
21876,1,3,2019-02-17,69.02,Padrão,parceiro232
21877,1,3,2019-02-17,426.14,Padrão,parceiro426
21878,1,3,2019-02-17,8.14,Padrão,parceiro306
21879,1,3,2019-02-17,11.93,Padrão,parceiro251
21880,1,3,2019-02-17,25.24,Padrão,parceiro569
21881,1,3,2019-02-17,134.47,Padrão,parceiro349
21882,1,3,2019-02-17,168.95,Padrão,parceiro107
21883,1,3,2019-02-17,86.32,Padrão,parceiro24
21884,1,3,2019-02-17,211.87,Padrão,parceiro404
21885,1,3,2019-02-17,90.21,Padrão,parceiro51
21886,1,3,2019-02-17,24.88,Padrão,parceiro430
21887,1,3,2019-02-17,41.48,Padrão,parceiro297
21888,1,3,2019-02-17,402.93,Padrão,parceiro257
21889,1,3,2019-02-17,363.47,Padrão,parceiro300
21890,1,3,2019-02-17,151.57,Padrão,parceiro301
21891,1,3,2019-02-17,232.91,Padrão,parceiro302
21892,1,3,2019-02-17,489.29,Padrão,parceiro356
21893,1,3,2019-02-17,3.4,Padrão,parceiro331
21894,1,3,2019-02-17,133.24,Padrão,parceiro22
21895,1,3,2019-02-17,0.73,Padrão,parceiro57
21896,1,3,2019-02-17,14.03,Padrão,parceiro150
21897,1,3,2019-02-18,1547.17,Padrão,parceiro426
21898,1,3,2019-02-18,19.28,Padrão,parceiro306
21899,1,3,2019-02-18,786.07,Padrão,parceiro238
21900,1,3,2019-02-18,54.13,Padrão,parceiro104
21901,1,3,2019-02-18,29.83,Padrão,parceiro569
21902,1,3,2019-02-18,167.17,Padrão,parceiro239
21903,1,3,2019-02-18,104.65,Padrão,parceiro1
21904,1,3,2019-02-18,257.6,Padrão,parceiro404
21905,1,3,2019-02-18,19.73,Padrão,parceiro59
21906,1,3,2019-02-18,80.9,Padrão,parceiro544
21907,1,3,2019-02-18,555.94,Padrão,parceiro356
21908,1,3,2019-02-18,172.85,Padrão,parceiro62
21909,1,3,2019-02-18,142.3,Padrão,parceiro245
21910,1,3,2019-02-18,672.52,Padrão,parceiro22
21911,1,3,2019-02-18,22.04,Padrão,parceiro55
21912,1,3,2019-02-18,121.04,Padrão,parceiro471
21913,1,3,2019-02-18,48.93,Padrão,parceiro434
21914,1,3,2019-02-18,68.13,Padrão,parceiro616
21915,1,3,2019-02-18,22.98,Padrão,parceiro150
21916,1,3,2019-02-18,445.28,Padrão,parceiro256
21917,1,3,2019-02-19,818.34,Padrão,parceiro426
21918,1,3,2019-02-19,24.92,Padrão,parceiro306
21919,1,3,2019-02-19,300.33,Padrão,parceiro238
21920,1,3,2019-02-19,62.64,Padrão,parceiro104
21921,1,3,2019-02-19,30.11,Padrão,parceiro569
21922,1,3,2019-02-19,288.23,Padrão,parceiro278
21923,1,3,2019-02-19,61.79,Padrão,parceiro239
21924,1,3,2019-02-19,15.79,Padrão,parceiro181
21925,1,3,2019-02-19,62.61,Padrão,parceiro430
21926,1,3,2019-02-19,116.94,Padrão,parceiro394
21927,1,3,2019-02-19,132.06,Padrão,parceiro544
21928,1,3,2019-02-19,48.41,Padrão,parceiro595
21929,1,3,2019-02-19,120.43,Padrão,parceiro302
21930,1,3,2019-02-19,621.02,Padrão,parceiro356
21931,1,3,2019-02-19,28.09,Padrão,parceiro127
21932,1,3,2019-02-19,87.77,Padrão,parceiro115
21933,1,3,2019-02-19,708.15,Padrão,parceiro548
21934,1,3,2019-02-19,37.92,Padrão,parceiro199
21935,1,3,2019-02-19,24.7,Padrão,parceiro470
21936,1,3,2019-02-19,89.26,Padrão,parceiro471
21937,1,3,2019-02-19,101.55,Padrão,parceiro397
21938,1,3,2019-02-19,68.64,Padrão,parceiro616
21939,1,3,2019-02-20,72.19,Padrão,parceiro99
21940,1,3,2019-02-20,905.8,Padrão,parceiro238
21941,1,3,2019-02-20,65.23,Padrão,parceiro104
21942,1,3,2019-02-20,114.5,Padrão,parceiro1
21943,1,3,2019-02-20,18.07,Padrão,parceiro181
21944,1,3,2019-02-20,89.99,Padrão,parceiro51
21945,1,3,2019-02-20,35.51,Padrão,parceiro394
21946,1,3,2019-02-20,17.13,Padrão,parceiro59
21947,1,3,2019-02-20,109.41,Padrão,parceiro297
21948,1,3,2019-02-20,99.38,Padrão,parceiro298
21949,1,3,2019-02-20,35.44,Padrão,parceiro595
21950,1,3,2019-02-20,763.47,Padrão,parceiro356
21951,1,3,2019-02-20,304.09,Padrão,parceiro62
21952,1,3,2019-02-20,521.18,Padrão,parceiro585
21953,1,3,2019-02-20,466.48,Padrão,parceiro22
21954,1,3,2019-02-20,260.28,Padrão,parceiro548
21955,1,3,2019-02-20,55.35,Padrão,parceiro199
21956,1,3,2019-02-20,23.55,Padrão,parceiro57
21957,1,3,2019-02-20,88.5,Padrão,parceiro471
